Iteration;Newick
8160;((((B)#R1)#R0,(A,(#H0,#H1))));
8161;((((A,((B)#R1)#R0),#H1),#H0));
8162;((B,(((#H0)#R1,(A)#R0),#H1)));
8163;((((A,#H1))#R0,((B)#R1,#H0)));
8164;((((((B)#R1)#R0,#H1),#H0),A));
8165;(((#H1)#R0,(((B,A))#R1,#H0)));
8166;(((B)#R0,(((A)#R1,#H0),#H1)));
8167;(((B)#R0,(((#H0)#R1,A),#H1)));
8168;((((B)#R0,((A,#H0))#R1),#H1));
8169;((((((A)#R0)#R1,#H0),B),#H1));
8170;((((B)#R1)#R0,((A,#H0),#H1)));
8171;(((((A)#R1)#R0,(B,#H1)),#H0));
8172;((B,((((A)#R0)#R1,#H0),#H1)));
8173;(((((B)#R0,(A)#R1),#H0),#H1));
8174;(((((A)#R0)#R1,(B,#H0)),#H1));
8175;((((B)#R1)#R0,((A,#H1),#H0)));
8176;(((B)#R1,((A,(#H1)#R0),#H0)));
8177;((((((A)#R0)#R1,B),#H0),#H1));
8178;((A,(((#H0)#R1,(B)#R0),#H1)));
8179;((((A)#R0,(#H0)#R1),(B,#H1)));
8180;(((((A,#H1))#R0,(B)#R1),#H0));
8181;(((B,(#H0,#H1)),((A)#R1)#R0));
8182;(((((A)#R1,(B)#R0),#H0),#H1));
8183;(((((B)#R0)#R1,#H0),(A,#H1)));
8184;(((((B,A))#R0)#R1,(#H0,#H1)));
8185;(((((B)#R1,(A)#R0),#H1),#H0));
8186;(((A)#R0,((#H0)#R1,(B,#H1))));
8187;((((A)#R1,(B)#R0),(#H0,#H1)));
8188;((((A)#R1)#R0,((B,#H0),#H1)));
8189;(((((#H1)#R0,(A)#R1),B),#H0));
8190;((((((A,B))#R1)#R0,#H1),#H0));
8191;((B,(((A)#R1)#R0,(#H0,#H1))));
8192;((((A)#R0,((#H0)#R1,B)),#H1));
8193;(((#H0)#R1,(((B)#R0,A),#H1)));
8194;((((((B)#R0)#R1,#H0),A),#H1));
8195;(((A,(((B)#R0)#R1,#H0)),#H1));
8196;((((A)#R1,(#H0,#H1)),(B)#R0));
8197;(((((B)#R0)#R1,(A,#H1)),#H0));
8198;(((B)#R1,((A,#H0),(#H1)#R0)));
8199;((((A,#H1))#R0,((B)#R1,#H0)));
8200;((((A)#R0)#R1,((B,#H0),#H1)));
8201;(((((A)#R0)#R1,(B,#H1)),#H0));
8202;((((#H0)#R1,(A)#R0),(B,#H1)));
8203;(((B,#H0),(((A)#R1)#R0,#H1)));
8204;((((A)#R0)#R1,((B,#H0),#H1)));
8205;((((A)#R1,(#H0,#H1)),(B)#R0));
8206;((((A)#R1,(B)#R0),(#H0,#H1)));
8207;((A,(((B)#R1,(#H1)#R0),#H0)));
8208;(((#H0,#H1),((A)#R0,(B)#R1)));
8209;((((B)#R1,(A)#R0),(#H0,#H1)));
8210;((((B)#R1)#R0,(A,(#H0,#H1))));
8211;(((((B)#R1,(A)#R0),#H0),#H1));
8212;(((((B)#R1,(A)#R0),#H1),#H0));
8213;((((B)#R1)#R0,((A,#H1),#H0)));
8214;(((((B)#R1)#R0,#H1),(A,#H0)));
8215;(((((A)#R0,(B)#R1),#H0),#H1));
8216;((((A)#R1,((B,#H1))#R0),#H0));
8217;((((#H0)#R1,((A)#R0,B)),#H1));
8218;(((((B)#R1)#R0,(A,#H1)),#H0));
8219;((((B)#R1)#R0,((A,#H0),#H1)));
8220;((B,(((A)#R1)#R0,(#H0,#H1))));
8221;(((((A)#R0)#R1,(#H0,#H1)),B));
8222;((((((B,A))#R1)#R0,#H1),#H0));
8223;(((((A)#R1,(B)#R0),#H0),#H1));
8224;((((B)#R1)#R0,(A,(#H0,#H1))));
8225;((((A)#R0,(B)#R1),(#H0,#H1)));
8226;(((((B,A))#R1)#R0,(#H0,#H1)));
8227;((((B)#R0,((A,#H0))#R1),#H1));
8228;((((B)#R0)#R1,(A,(#H0,#H1))));
8229;(((((A)#R1)#R0,(B,#H1)),#H0));
8230;((((B)#R1,((A)#R0,#H1)),#H0));
8231;((((B)#R1,(#H1)#R0),(A,#H0)));
8232;(((#H0)#R1,((A)#R0,(B,#H1))));
8233;(((((A)#R1,(#H1)#R0),B),#H0));
8234;(((#H0,#H1),((B)#R0,(A)#R1)));
8235;(((((A)#R1)#R0,(B,#H0)),#H1));
8236;((((A)#R1)#R0,((B,#H1),#H0)));
8237;(((((B)#R0)#R1,(A,#H0)),#H1));
8238;((((B)#R0,(#H0,#H1)),(A)#R1));
8239;((((B)#R1)#R0,((A,#H1),#H0)));
8240;((((B)#R0,#H1),((A)#R1,#H0)));
8241;((((A,#H1))#R0,((B)#R1,#H0)));
8242;((((A)#R0,#H1),((B)#R1,#H0)));
8243;((((#H0)#R1,((A)#R0,#H1)),B));
8244;(((A)#R0,((B)#R1,(#H0,#H1))));
8245;((((((A)#R0,B))#R1,#H0),#H1));
8246;((((A,((B)#R0)#R1),#H1),#H0));
8247;((((B)#R0,(#H0,#H1)),(A)#R1));
8248;(((((A)#R0,(B)#R1),#H1),#H0));
8249;((((((A)#R1)#R0,B),#H0),#H1));
8250;((((((B)#R0)#R1,A),#H1),#H0));
8251;((((A)#R0,((#H0)#R1,B)),#H1));
8252;(((B)#R0,((A)#R1,(#H0,#H1))));
8253;((((A)#R0,(#H0)#R1),(B,#H1)));
8254;(((A)#R1,(((B)#R0,#H1),#H0)));
8255;(((#H0,#H1),((B)#R0,(A)#R1)));
8256;(((B)#R1,((A,(#H1)#R0),#H0)));
8257;(((#H0)#R1,(((A,B))#R0,#H1)));
8258;(((A)#R1,((#H1)#R0,(B,#H0))));
8259;((((B)#R0)#R1,(A,(#H0,#H1))));
8260;(((((B)#R1)#R0,#H1),(A,#H0)));
8261;((((A)#R0)#R1,((B,#H0),#H1)));
8262;((((B,#H1),#H0),((A)#R0)#R1));
8263;(((((#H1)#R0,(A)#R1),#H0),B));
8264;((((B)#R1)#R0,((A,#H0),#H1)));
8265;(((((B)#R0)#R1,(A,#H0)),#H1));
8266;((((((A)#R0)#R1,#H0),#H1),B));
8267;(((#H0,#H1),(((B,A))#R1)#R0));
8268;(((#H0,#H1),((B)#R1,(A)#R0)));
8269;((((((A)#R1)#R0,B),#H0),#H1));
8270;((A,(((B)#R0)#R1,(#H0,#H1))));
8271;(((B)#R0,(((A)#R1,#H0),#H1)));
8272;(((((B)#R1)#R0,(#H0,#H1)),A));
8273;((((A)#R1)#R0,((B,#H0),#H1)));
8274;((((A)#R1)#R0,(B,(#H0,#H1))));
8275;(((((B)#R1,A))#R0,(#H0,#H1)));
8276;((((#H1)#R0,((A)#R1,B)),#H0));
8277;((((((B,A))#R0)#R1,#H0),#H1));
8278;(((#H1)#R0,(((B,A))#R1,#H0)));
8279;((((A)#R0,#H1),((B)#R1,#H0)));
8280;(((#H0,#H1),(((B)#R1)#R0,A)));
8281;((((B)#R1)#R0,((#H0,#H1),A)));
8282;((((B)#R0,#H1),((A)#R1,#H0)));
8283;(((((A)#R0)#R1,B),(#H0,#H1)));
8284;(((((A)#R1,(B)#R0),#H1),#H0));
8285;(((((A)#R1)#R0,(B,#H1)),#H0));
8286;((((A)#R1)#R0,((B,#H0),#H1)));
8287;((((B)#R0)#R1,(A,(#H0,#H1))));
8288;((B,((((A)#R1)#R0,#H1),#H0)));
8289;((((B)#R1,#H0),((A)#R0,#H1)));
8290;(((B)#R0,(((A)#R1,#H0),#H1)));
8291;((((A)#R0,#H1),((#H0)#R1,B)));
8292;(((#H0,#H1),(((A)#R1)#R0,B)));
8293;((((B)#R1)#R0,((#H0,#H1),A)));
8294;(((B,#H0),(((A)#R1)#R0,#H1)));
8295;(((((B)#R0)#R1,(A,#H1)),#H0));
8296;((((B,#H0))#R1,((A)#R0,#H1)));
8297;((((B,(A)#R1))#R0,(#H0,#H1)));
8298;((((((B)#R1)#R0,A),#H1),#H0));
8299;((((B)#R0)#R1,(A,(#H0,#H1))));
8300;((((B)#R1)#R0,((A,#H1),#H0)));
8301;(((((A,B))#R1)#R0,(#H0,#H1)));
8302;((((((B,A))#R0)#R1,#H0),#H1));
8303;(((#H1)#R0,((B)#R1,(A,#H0))));
8304;(((A)#R0,((B)#R1,(#H0,#H1))));
8305;(((B)#R1,(((A)#R0,#H1),#H0)));
8306;((((B)#R1)#R0,((A,#H1),#H0)));
8307;(((((B,A))#R0)#R1,(#H0,#H1)));
8308;((((A)#R0,#H1),((B)#R1,#H0)));
8309;((((B)#R0)#R1,((A,#H1),#H0)));
8310;((B,((#H1)#R0,((A)#R1,#H0))));
8311;(((A,(((B)#R1)#R0,#H1)),#H0));
8312;((A,(((B)#R1)#R0,(#H0,#H1))));
8313;(((#H1)#R0,((A)#R1,(B,#H0))));
8314;(((B,#H0),(((A)#R1)#R0,#H1)));
8315;(((((B)#R1)#R0,(A,#H0)),#H1));
8316;((((B)#R0)#R1,((#H0,#H1),A)));
8317;((((A)#R0)#R1,((B,#H1),#H0)));
8318;(((#H0)#R1,((A,(B)#R0),#H1)));
8319;((((B,((A)#R0)#R1),#H0),#H1));
8320;((((((A)#R0)#R1,#H0),#H1),B));
8321;((((#H1)#R0,(B,#H0)),(A)#R1));
8322;(((B,#H1),(((A)#R0)#R1,#H0)));
8323;((((B)#R0,#H1),((A)#R1,#H0)));
8324;((((((B)#R1)#R0,A),#H1),#H0));
8325;((((A)#R0)#R1,(B,(#H0,#H1))));
8326;(((((A)#R1)#R0,(B,#H0)),#H1));
8327;((((#H1)#R0,((B)#R1,#H0)),A));
8328;(((#H0)#R1,((A,(B)#R0),#H1)));
8329;((((((B)#R0)#R1,#H0),#H1),A));
8330;((((A)#R1)#R0,((B,#H0),#H1)));
8331;((((A)#R0)#R1,((#H0,#H1),B)));
8332;((((((A)#R1)#R0,#H1),B),#H0));
8333;(((((B)#R1)#R0,(A,#H1)),#H0));
8334;(((((A)#R0)#R1,(B,#H0)),#H1));
8335;((((A)#R1,(#H0,#H1)),(B)#R0));
8336;((((B)#R0)#R1,((A,#H0),#H1)));
8337;((((B)#R0)#R1,((A,#H1),#H0)));
8338;((((#H0)#R1,((A)#R0,B)),#H1));
8339;(((B,#H0),((A)#R1,(#H1)#R0)));
8340;(((((A)#R1,(B)#R0),#H1),#H0));
8341;(((A,#H0),((#H1)#R0,(B)#R1)));
8342;((((A,((B)#R1)#R0),#H0),#H1));
8343;((((A,((B)#R1)#R0),#H1),#H0));
8344;((((B)#R0,(A,(#H0)#R1)),#H1));
8345;((((B)#R1)#R0,((A,#H1),#H0)));
8346;(((((#H1)#R0,(A)#R1),#H0),B));
8347;((((((A)#R1,B))#R0,#H1),#H0));
8348;((((A,(B)#R0))#R1,(#H0,#H1)));
8349;(((((A)#R0)#R1,(B,#H1)),#H0));
8350;(((((B)#R0)#R1,(A,#H1)),#H0));
8351;(((B)#R1,((A)#R0,(#H0,#H1))));
8352;((((A)#R0)#R1,((B,#H0),#H1)));
8353;((((B)#R1,(A)#R0),(#H0,#H1)));
8354;((B,(((A)#R0,(#H0)#R1),#H1)));
8355;(((#H1)#R0,(((A,B))#R1,#H0)));
8356;((((B)#R1,((A)#R0,#H1)),#H0));
8357;((((A)#R1)#R0,((B,#H1),#H0)));
8358;(((#H0)#R1,(A,((B)#R0,#H1))));
8359;(((((B,A))#R0)#R1,(#H0,#H1)));
8360;((((A)#R0)#R1,((#H0,#H1),B)));
8361;(((B,(((A)#R0)#R1,#H0)),#H1));
8362;((((A,#H0))#R1,((B)#R0,#H1)));
8363;((((B)#R0)#R1,((A,#H1),#H0)));
8364;(((#H0,#H1),((B)#R1,(A)#R0)));
8365;(((#H0)#R1,(((B,A))#R0,#H1)));
8366;(((#H1)#R0,((A)#R1,(B,#H0))));
8367;(((((B)#R0,A))#R1,(#H0,#H1)));
8368;(((#H0,#H1),(((A)#R1)#R0,B)));
8369;((A,(((B)#R1,#H0),(#H1)#R0)));
8370;(((((B,(A)#R0))#R1,#H0),#H1));
8371;((((B,(A)#R0))#R1,(#H0,#H1)));
8372;(((((A)#R0)#R1,(B,#H0)),#H1));
8373;(((((A)#R0)#R1,(B,#H1)),#H0));
8374;(((((A)#R1)#R0,(B,#H1)),#H0));
8375;((((B)#R1)#R0,((A,#H0),#H1)));
8376;((((A,(B)#R1))#R0,(#H0,#H1)));
8377;((((A)#R0,#H1),((B)#R1,#H0)));
8378;((B,(((A)#R0)#R1,(#H0,#H1))));
8379;((((A)#R1,((B)#R0,#H1)),#H0));
8380;(((((#H0)#R1,B),#H1),(A)#R0));
8381;(((B,((A)#R1,(#H1)#R0)),#H0));
8382;(((((A)#R1)#R0,(#H0,#H1)),B));
8383;((((B)#R0,((A)#R1,#H0)),#H1));
8384;((((B,((A)#R0)#R1),#H0),#H1));
8385;(((B,(((A)#R1)#R0,#H1)),#H0));
8386;((((B)#R0)#R1,((A,#H0),#H1)));
8387;(((#H1)#R0,((A)#R1,(B,#H0))));
8388;((((#H0,#H1),B),((A)#R1)#R0));
8389;((A,(((B)#R1)#R0,(#H0,#H1))));
8390;(((((A)#R1)#R0,(B,#H1)),#H0));
8391;(((((A)#R1)#R0,(B,#H1)),#H0));
8392;(((#H0,#H1),(((A,B))#R0)#R1));
8393;((((((B)#R0)#R1,#H0),A),#H1));
8394;(((((B)#R1)#R0,(A,#H0)),#H1));
8395;(((((A)#R0)#R1,#H0),(B,#H1)));
8396;((((((A)#R1)#R0,B),#H0),#H1));
8397;(((#H0)#R1,((A)#R0,(B,#H1))));
8398;((((B)#R1)#R0,((#H0,#H1),A)));
8399;(((B)#R1,(((#H1)#R0,A),#H0)));
8400;(((((A)#R1)#R0,(B,#H1)),#H0));
8401;(((A,(((B)#R1)#R0,#H1)),#H0));
8402;(((((B)#R0,A),#H1),(#H0)#R1));
8403;((((A)#R1,((B)#R0,#H1)),#H0));
8404;(((B)#R0,(((A)#R1,#H0),#H1)));
8405;((B,((((A)#R1)#R0,#H1),#H0)));
8406;((((B)#R0,(A,#H1)),(#H0)#R1));
8407;((((A)#R0)#R1,((B,#H0),#H1)));
8408;((((((B,A))#R1)#R0,#H1),#H0));
8409;((((B)#R0,((A,#H0))#R1),#H1));
8410;((((((A)#R0,B))#R1,#H0),#H1));
8411;((B,((((A)#R1)#R0,#H1),#H0)));
8412;((((((B)#R0)#R1,#H0),A),#H1));
8413;(((((B)#R0)#R1,(A,#H1)),#H0));
8414;((((A,#H0))#R1,((B)#R0,#H1)));
8415;(((B,#H1),((A)#R0,(#H0)#R1)));
8416;((((B)#R0,(#H0,#H1)),(A)#R1));
8417;((((B,#H0))#R1,((A)#R0,#H1)));
8418;((((B)#R1,#H0),((A)#R0,#H1)));
8419;((((B)#R1)#R0,((#H0,#H1),A)));
8420;(((((B)#R1)#R0,(A,#H1)),#H0));
8421;((((A)#R0,(#H0)#R1),(B,#H1)));
8422;(((((A)#R0,B),(#H0)#R1),#H1));
8423;(((B,#H1),(((A)#R0)#R1,#H0)));
8424;(((#H0,#H1),((B)#R0,(A)#R1)));
8425;((((B)#R0)#R1,((A,#H1),#H0)));
8426;(((#H1)#R0,((A)#R1,(B,#H0))));
8427;(((B,(((A)#R1)#R0,#H1)),#H0));
8428;(((#H0,#H1),((A)#R0,(B)#R1)));
8429;((((B)#R0)#R1,((A,#H1),#H0)));
8430;(((#H0,#H1),(((A)#R0,B))#R1));
8431;(((((A)#R1)#R0,B),(#H0,#H1)));
8432;((((A)#R0)#R1,((B,#H1),#H0)));
8433;((((B)#R1)#R0,((A,#H1),#H0)));
8434;((((((B)#R1)#R0,#H1),#H0),A));
8435;(((A,#H1),((B)#R0,(#H0)#R1)));
8436;((((((B)#R1)#R0,A),#H0),#H1));
8437;((A,(((B)#R0,(#H0)#R1),#H1)));
8438;(((((A)#R0,(B)#R1),#H1),#H0));
8439;(((A)#R1,((#H1)#R0,(B,#H0))));
8440;((((A,#H0))#R1,((B)#R0,#H1)));
8441;(((((A)#R0)#R1,(B,#H0)),#H1));
8442;(((B,#H0),((A)#R1,(#H1)#R0)));
8443;(((((A)#R1)#R0,B),(#H0,#H1)));
8444;(((#H0,#H1),((B)#R0,(A)#R1)));
8445;((((A,#H0),#H1),((B)#R1)#R0));
8446;((((A)#R1,((B)#R0,#H1)),#H0));
8447;((((B)#R0)#R1,(A,(#H0,#H1))));
8448;((((A,((B)#R1)#R0),#H0),#H1));
8449;((((A)#R1,((B)#R0,#H1)),#H0));
8450;((((A,(B)#R1))#R0,(#H0,#H1)));
8451;(((((B)#R0,(A)#R1),#H0),#H1));
8452;((((A,#H0),#H1),((B)#R0)#R1));
8453;((((((B)#R1)#R0,A),#H0),#H1));
8454;(((((A)#R1,(B)#R0),#H0),#H1));
8455;(((((A)#R1)#R0,(B,#H1)),#H0));
8456;((((((A,B))#R1)#R0,#H1),#H0));
8457;(((#H0)#R1,(((B)#R0,A),#H1)));
8458;(((((A)#R0,(B)#R1),#H0),#H1));
8459;((A,((((B)#R0)#R1,#H0),#H1)));
8460;(((A)#R0,((#H0)#R1,(B,#H1))));
8461;((((B)#R0)#R1,(A,(#H0,#H1))));
8462;((B,((#H1)#R0,((A)#R1,#H0))));
8463;(((((A)#R1)#R0,(B,#H0)),#H1));
8464;((((B)#R1)#R0,((A,#H1),#H0)));
8465;((A,(((#H0)#R1,(B)#R0),#H1)));
8466;((((A)#R0,((#H0)#R1,B)),#H1));
8467;((((B)#R0)#R1,((A,#H1),#H0)));
8468;((((B)#R0)#R1,((A,#H0),#H1)));
8469;(((A)#R1,(((B)#R0,#H1),#H0)));
8470;((((A,((B)#R0)#R1),#H0),#H1));
8471;((((((A,B))#R1)#R0,#H1),#H0));
8472;(((((#H1)#R0,(A)#R1),B),#H0));
8473;(((B)#R0,(((#H0)#R1,A),#H1)));
8474;((((B)#R1)#R0,((A,#H0),#H1)));
8475;(((((B)#R1,#H0),#H1),(A)#R0));
8476;(((A)#R0,((B)#R1,(#H0,#H1))));
8477;(((A)#R0,(((B)#R1,#H0),#H1)));
8478;(((#H0,#H1),(A,((B)#R1)#R0)));
8479;((((B,((A)#R1)#R0),#H1),#H0));
8480;((((A)#R1,#H0),(B,(#H1)#R0)));
8481;((((B)#R1)#R0,((A,#H0),#H1)));
8482;((((B)#R1)#R0,((A,#H0),#H1)));
8483;((((B)#R1,((A)#R0,#H1)),#H0));
8484;(((((B,#H0))#R1,(A)#R0),#H1));
8485;(((((B)#R0,A))#R1,(#H0,#H1)));
8486;((((((A,B))#R0)#R1,#H0),#H1));
8487;((((((A)#R0)#R1,#H0),B),#H1));
8488;((((A)#R0,((B,#H0))#R1),#H1));
8489;((((A)#R1,(B)#R0),(#H0,#H1)));
8490;(((((A)#R0)#R1,(B,#H0)),#H1));
8491;(((B,((A)#R0,(#H0)#R1)),#H1));
8492;((((((A)#R0)#R1,#H0),B),#H1));
8493;(((#H0,#H1),(((B)#R0)#R1,A)));
8494;(((((A)#R1)#R0,B),(#H0,#H1)));
8495;((((B)#R1,#H0),((A)#R0,#H1)));
8496;(((#H1)#R0,((A)#R1,(B,#H0))));
8497;((((A)#R0,((B,#H0))#R1),#H1));
8498;(((B,(((A)#R0)#R1,#H0)),#H1));
8499;(((B,((#H1)#R0,(A)#R1)),#H0));
8500;((B,(((A)#R0)#R1,(#H0,#H1))));
8501;(((A,#H1),(((B)#R0)#R1,#H0)));
8502;((((((B)#R0)#R1,A),#H1),#H0));
8503;(((A)#R0,((B)#R1,(#H0,#H1))));
8504;((((#H0)#R1,((B)#R0,A)),#H1));
8505;(((((A)#R0)#R1,(B,#H1)),#H0));
8506;((((((A)#R0)#R1,B),#H1),#H0));
8507;(((#H1)#R0,(B,((A)#R1,#H0))));
8508;((((A)#R1,#H0),(B,(#H1)#R0)));
8509;(((B,#H0),((A)#R1,(#H1)#R0)));
8510;(((B,(((A)#R1)#R0,#H1)),#H0));
8511;((((A)#R1)#R0,((#H0,#H1),B)));
8512;((((A,#H0),((B)#R1)#R0),#H1));
8513;(((B,((#H1)#R0,(A)#R1)),#H0));
8514;(((A)#R1,((#H1)#R0,(B,#H0))));
8515;(((#H1)#R0,(((B)#R1,#H0),A)));
8516;(((#H1)#R0,((A)#R1,(B,#H0))));
8517;(((A)#R0,(((#H0)#R1,B),#H1)));
8518;((((((A)#R0)#R1,B),#H1),#H0));
8519;((((((A)#R1)#R0,B),#H0),#H1));
8520;(((((B)#R0)#R1,#H0),(A,#H1)));
8521;((((B)#R1,#H0),((A)#R0,#H1)));
8522;(((((B)#R1)#R0,(A,#H1)),#H0));
8523;((((A)#R0,(B)#R1),(#H0,#H1)));
8524;((((#H1)#R0,(B)#R1),(A,#H0)));
8525;(((A)#R0,(((B)#R1,#H0),#H1)));
8526;((((B)#R1)#R0,((#H0,#H1),A)));
8527;(((A)#R0,(((B)#R1,#H0),#H1)));
8528;(((((A)#R1,#H0),(#H1)#R0),B));
8529;((((((A)#R1)#R0,B),#H0),#H1));
8530;(((A)#R0,((B)#R1,(#H0,#H1))));
8531;(((((A)#R0,B),#H1),(#H0)#R1));
8532;((A,(((#H1)#R0,(B)#R1),#H0)));
8533;((((B)#R0,((A)#R1,#H0)),#H1));
8534;((((((A)#R0)#R1,#H0),#H1),B));
8535;(((A)#R1,((B)#R0,(#H0,#H1))));
8536;(((((B)#R1)#R0,(A,#H1)),#H0));
8537;((A,(((#H0)#R1,(B)#R0),#H1)));
8538;((((B,((A)#R0)#R1),#H1),#H0));
8539;((((B)#R1)#R0,((#H0,#H1),A)));
8540;(((A)#R0,(((B)#R1,#H0),#H1)));
8541;(((B,((A)#R0,(#H0)#R1)),#H1));
8542;((((((A)#R0,B))#R1,#H0),#H1));
8543;((((((A)#R0)#R1,B),#H1),#H0));
8544;(((((A)#R1)#R0,(#H0,#H1)),B));
8545;((((((A,B))#R0)#R1,#H0),#H1));
8546;(((((B)#R1)#R0,A),(#H0,#H1)));
8547;((((A)#R1,(B)#R0),(#H0,#H1)));
8548;((((A)#R1)#R0,((B,#H1),#H0)));
8549;(((#H0)#R1,(B,((A)#R0,#H1))));
8550;((((A,#H1),((B)#R0)#R1),#H0));
8551;((((B)#R0,#H1),(A,(#H0)#R1)));
8552;((((B)#R0)#R1,(A,(#H0,#H1))));
8553;(((((A)#R1)#R0,B),(#H0,#H1)));
8554;(((((A)#R0,B))#R1,(#H0,#H1)));
8555;((A,(((B)#R1)#R0,(#H0,#H1))));
8556;(((((A)#R0)#R1,(B,#H1)),#H0));
8557;((A,((#H0,#H1),((B)#R0)#R1)));
8558;((A,(((B)#R1)#R0,(#H0,#H1))));
8559;((B,(((A)#R1)#R0,(#H0,#H1))));
8560;(((A)#R0,(((B)#R1,#H0),#H1)));
8561;(((((A)#R0,(B)#R1),#H0),#H1));
8562;((((((A)#R0)#R1,B),#H1),#H0));
8563;((B,(((#H1)#R0,(A)#R1),#H0)));
8564;(((A,(((B)#R0)#R1,#H0)),#H1));
8565;(((((A)#R1,(B)#R0),#H1),#H0));
8566;((((A)#R1,(B)#R0),(#H0,#H1)));
8567;(((#H0)#R1,((A)#R0,(B,#H1))));
8568;(((((A)#R1)#R0,(#H0,#H1)),B));
8569;(((B)#R1,((A)#R0,(#H0,#H1))));
8570;(((((B)#R0)#R1,A),(#H0,#H1)));
8571;(((((A)#R0)#R1,#H0),(B,#H1)));
8572;((((B)#R1,#H0),((#H1)#R0,A)));
8573;(((((B)#R1,A))#R0,(#H0,#H1)));
8574;((((#H0,#H1),A),((B)#R1)#R0));
8575;(((A,(((B)#R0)#R1,#H0)),#H1));
8576;(((((B)#R1)#R0,(A,#H0)),#H1));
8577;(((((A)#R1)#R0,(B,#H1)),#H0));
8578;((B,(((A)#R1)#R0,(#H0,#H1))));
8579;(((((A)#R1)#R0,(B,#H0)),#H1));
8580;((((A)#R1,(B)#R0),(#H0,#H1)));
8581;(((((A)#R1,(#H1)#R0),B),#H0));
8582;(((((B,A))#R1)#R0,(#H0,#H1)));
8583;(((((B)#R0,(A)#R1),#H1),#H0));
8584;(((B)#R1,(((A)#R0,#H1),#H0)));
8585;((((#H1)#R0,(B,(A)#R1)),#H0));
8586;((((A)#R1)#R0,((B,#H1),#H0)));
8587;((((B)#R0,((A,#H0))#R1),#H1));
8588;(((((A)#R1,(B)#R0),#H0),#H1));
8589;(((#H1)#R0,((A)#R1,(B,#H0))));
8590;(((((#H1)#R0,(A)#R1),B),#H0));
8591;(((((A)#R0)#R1,(B,#H1)),#H0));
8592;((((A,#H0))#R1,((B)#R0,#H1)));
8593;(((((B,A))#R1,(#H1)#R0),#H0));
8594;((((A)#R1)#R0,(B,(#H0,#H1))));
8595;(((B)#R0,((A)#R1,(#H0,#H1))));
8596;(((((A)#R0)#R1,(B,#H0)),#H1));
8597;((((B)#R1)#R0,((A,#H0),#H1)));
8598;(((#H0,#H1),(((B)#R0)#R1,A)));
8599;((((((B)#R0)#R1,A),#H1),#H0));
8600;((B,(((A)#R0,(#H0)#R1),#H1)));
8601;(((A,(((B)#R1)#R0,#H1)),#H0));
8602;(((#H0,#H1),((A,(B)#R1))#R0));
8603;((((B,#H0))#R1,((A)#R0,#H1)));
8604;((((((B)#R0)#R1,#H0),#H1),A));
8605;((((A)#R1,((B,#H1))#R0),#H0));
8606;((B,((((A)#R1)#R0,#H1),#H0)));
8607;(((B,(((A)#R0)#R1,#H0)),#H1));
8608;(((((A)#R1)#R0,(#H0,#H1)),B));
8609;(((#H0)#R1,(((A,B))#R0,#H1)));
8610;((((#H1)#R0,A),((B)#R1,#H0)));
8611;((B,((((A)#R0)#R1,#H0),#H1)));
8612;((((((B)#R0)#R1,#H0),A),#H1));
8613;(((((#H1)#R0,(B)#R1),A),#H0));
8614;((A,(((#H1)#R0,(B)#R1),#H0)));
8615;((((B)#R1,#H0),(A,(#H1)#R0)));
8616;((((B)#R0)#R1,(A,(#H0,#H1))));
8617;((A,(((B)#R1,(#H1)#R0),#H0)));
8618;(((((B)#R1,(A)#R0),#H0),#H1));
8619;(((#H0,#H1),((A)#R1,(B)#R0)));
8620;(((B)#R1,((A)#R0,(#H0,#H1))));
8621;(((((A)#R1,(#H1)#R0),#H0),B));
8622;(((#H0)#R1,((A)#R0,(B,#H1))));
8623;((((#H0)#R1,(A,(B)#R0)),#H1));
8624;(((((B)#R0)#R1,#H0),(A,#H1)));
8625;(((B,((#H0)#R1,(A)#R0)),#H1));
8626;((((B,#H1))#R0,((A)#R1,#H0)));
8627;((((B)#R1)#R0,((A,#H0),#H1)));
8628;(((((A)#R1)#R0,B),(#H0,#H1)));
8629;((((A,((B)#R0)#R1),#H1),#H0));
8630;(((((B,#H0))#R1,(A)#R0),#H1));
8631;((((A,#H1))#R0,((B)#R1,#H0)));
8632;(((A,(((B)#R1)#R0,#H1)),#H0));
8633;(((((#H1)#R0,B),(A)#R1),#H0));
8634;((((B)#R1,(A)#R0),(#H0,#H1)));
8635;(((#H1)#R0,((B)#R1,(A,#H0))));
8636;((((B,#H0))#R1,((A)#R0,#H1)));
8637;(((#H0,#H1),(A,((B)#R0)#R1)));
8638;(((((A)#R0,#H1),(B)#R1),#H0));
8639;((((B)#R1,((#H1)#R0,A)),#H0));
8640;(((((#H0)#R1,A),(B)#R0),#H1));
8641;((A,(((#H1)#R0,(B)#R1),#H0)));
8642;((((A)#R1)#R0,((B,#H0),#H1)));
8643;((((A)#R0,((B,#H0))#R1),#H1));
8644;((((((A)#R0)#R1,B),#H1),#H0));
8645;((((A)#R1)#R0,((B,#H1),#H0)));
8646;(((((A)#R1,B))#R0,(#H0,#H1)));
8647;((((A)#R1)#R0,(B,(#H0,#H1))));
8648;((B,(((A)#R0)#R1,(#H0,#H1))));
8649;((((B)#R1,(#H1)#R0),(A,#H0)));
8650;(((A)#R1,((#H1)#R0,(B,#H0))));
8651;(((((B,A))#R0,(#H0)#R1),#H1));
