Iteration;Newick
4870;((A,((((B)#R0)#R1,#H0),#H1)));
4871;((((B)#R0,((A,#H0))#R1),#H1));
4872;(((((A)#R1)#R0,B),(#H0,#H1)));
4873;((((A)#R1,#H0),((B)#R0,#H1)));
4874;((((A)#R1,(B)#R0),(#H0,#H1)));
4875;(((((B,(A)#R0))#R1,#H0),#H1));
4876;(((((B,A))#R1)#R0,(#H0,#H1)));
4877;((((A,#H0))#R1,((B)#R0,#H1)));
4878;((((((B)#R0,A))#R1,#H0),#H1));
4879;((B,(((#H1)#R0,(A)#R1),#H0)));
4880;((((A)#R0)#R1,((B,#H1),#H0)));
4881;(((((B,A))#R0)#R1,(#H0,#H1)));
4882;(((((A,#H1))#R0,(B)#R1),#H0));
4883;(((A,(((B)#R0)#R1,#H0)),#H1));
4884;(((((B)#R0,A))#R1,(#H0,#H1)));
4885;((((B)#R0)#R1,((A,#H1),#H0)));
4886;(((B,#H1),(((A)#R0)#R1,#H0)));
4887;((((B,((A)#R1)#R0),#H0),#H1));
4888;((((((A)#R1)#R0,#H1),B),#H0));
4889;((A,((((B)#R1)#R0,#H1),#H0)));
4890;(((((B)#R1)#R0,(A,#H1)),#H0));
4891;((B,((#H0,#H1),((A)#R0)#R1)));
4892;((((((B,A))#R0)#R1,#H0),#H1));
4893;(((((A)#R1)#R0,#H1),(B,#H0)));
4894;((((A)#R1)#R0,((B,#H0),#H1)));
4895;((A,((((B)#R1)#R0,#H1),#H0)));
4896;(((((A)#R0)#R1,(B,#H1)),#H0));
4897;(((((B)#R1)#R0,#H1),(A,#H0)));
4898;(((A,((#H0)#R1,(B)#R0)),#H1));
4899;(((#H1)#R0,((B)#R1,(A,#H0))));
4900;(((((B)#R1)#R0,A),(#H0,#H1)));
4901;(((#H0)#R1,((A)#R0,(B,#H1))));
4902;(((A,(((B)#R1)#R0,#H1)),#H0));
4903;((A,(((B)#R1)#R0,(#H0,#H1))));
4904;((((((A)#R1)#R0,B),#H0),#H1));
4905;(((((A)#R0,(#H0)#R1),B),#H1));
4906;(((B)#R0,((A,#H1),(#H0)#R1)));
4907;((((((B)#R1)#R0,A),#H0),#H1));
4908;((((#H1)#R0,((B,A))#R1),#H0));
4909;((((A)#R0)#R1,((B,#H0),#H1)));
4910;(((((B,(A)#R0))#R1,#H0),#H1));
4911;((((((B,A))#R1)#R0,#H1),#H0));
4912;(((((B,A))#R1,(#H1)#R0),#H0));
4913;(((((B)#R1)#R0,(#H0,#H1)),A));
4914;(((((A)#R1,#H0),#H1),(B)#R0));
4915;(((((B,(A)#R1))#R0,#H1),#H0));
4916;((A,((((B)#R1)#R0,#H1),#H0)));
4917;((((A)#R1)#R0,((B,#H1),#H0)));
4918;((B,(((A)#R0)#R1,(#H0,#H1))));
4919;((B,((((A)#R1)#R0,#H1),#H0)));
4920;((((B)#R1,((#H1)#R0,A)),#H0));
4921;((((A,#H0))#R1,((B)#R0,#H1)));
4922;((((B,(A)#R0))#R1,(#H0,#H1)));
4923;((((((B)#R0,A))#R1,#H0),#H1));
4924;(((B)#R1,((#H1)#R0,(A,#H0))));
4925;((((B)#R0)#R1,(A,(#H0,#H1))));
4926;((((A)#R1,((B)#R0,#H1)),#H0));
4927;((B,(((A)#R1)#R0,(#H0,#H1))));
4928;((((#H1)#R0,((A)#R1,#H0)),B));
4929;((((#H1)#R0,((A)#R1,B)),#H0));
4930;((((A)#R1)#R0,((B,#H0),#H1)));
4931;(((B)#R0,((A,#H1),(#H0)#R1)));
4932;(((((B,#H1))#R0,(A)#R1),#H0));
4933;(((#H1)#R0,((A)#R1,(B,#H0))));
4934;((((B,#H1),#H0),((A)#R1)#R0));
4935;(((((A)#R0,#H1),#H0),(B)#R1));
4936;(((A,(((B)#R0)#R1,#H0)),#H1));
4937;((((B)#R0)#R1,((A,#H0),#H1)));
4938;((A,(((B)#R0)#R1,(#H0,#H1))));
4939;((((A)#R1)#R0,((#H0,#H1),B)));
4940;((((((B)#R0)#R1,A),#H1),#H0));
4941;(((((A)#R1)#R0,(B,#H0)),#H1));
4942;((((B)#R0,((A)#R1,#H0)),#H1));
4943;(((((A)#R1)#R0,(B,#H0)),#H1));
4944;((((A,((B)#R1)#R0),#H0),#H1));
4945;((((B)#R0)#R1,((A,#H1),#H0)));
4946;((((A,#H0),#H1),((B)#R1)#R0));
4947;((((#H1)#R0,((B)#R1,A)),#H0));
4948;((((((A,B))#R1)#R0,#H1),#H0));
4949;(((B,#H1),(((A)#R0)#R1,#H0)));
4950;((((A)#R0)#R1,((B,#H0),#H1)));
4951;(((B)#R1,(((A)#R0,#H1),#H0)));
4952;(((((B)#R0)#R1,(A,#H1)),#H0));
4953;((((A)#R0,(B,(#H0)#R1)),#H1));
4954;((((((A)#R0)#R1,B),#H1),#H0));
4955;(((#H0,#H1),(((B)#R0)#R1,A)));
4956;((((B)#R1)#R0,((A,#H1),#H0)));
4957;((((B)#R0)#R1,(A,(#H0,#H1))));
4958;(((#H0)#R1,((A,(B)#R0),#H1)));
4959;(((((B)#R1)#R0,#H1),(A,#H0)));
4960;(((((B)#R1,(#H1)#R0),#H0),A));
4961;(((((B)#R0,(A)#R1),#H1),#H0));
4962;((((((B)#R0)#R1,A),#H0),#H1));
4963;(((((B,#H1))#R0,(A)#R1),#H0));
4964;((((B)#R0)#R1,((A,#H0),#H1)));
4965;((A,((((B)#R1)#R0,#H1),#H0)));
4966;((((A,((B)#R0)#R1),#H0),#H1));
4967;(((#H0,#H1),(((A)#R0)#R1,B)));
4968;((((((A)#R1)#R0,#H1),B),#H0));
4969;((((#H0)#R1,((B)#R0,A)),#H1));
4970;((((B,#H0),((A)#R1)#R0),#H1));
4971;((((A)#R1,((B,#H1))#R0),#H0));
4972;((((A)#R1,(#H1)#R0),(B,#H0)));
4973;((((B)#R1,(#H1)#R0),(A,#H0)));
4974;(((((A,#H1))#R0,(B)#R1),#H0));
4975;(((((A,B))#R1,(#H1)#R0),#H0));
4976;((((B)#R1)#R0,((A,#H0),#H1)));
4977;((((B,(A)#R1))#R0,(#H0,#H1)));
4978;(((#H0,#H1),(A,((B)#R0)#R1)));
4979;((A,((((B)#R0)#R1,#H0),#H1)));
4980;(((B)#R1,(((A)#R0,#H1),#H0)));
4981;(((#H1)#R0,(((B,A))#R1,#H0)));
4982;((((B)#R0)#R1,(A,(#H0,#H1))));
4983;((((B,((A)#R0)#R1),#H1),#H0));
4984;((((A,(B)#R1),#H0),(#H1)#R0));
4985;((((((B)#R0)#R1,A),#H1),#H0));
4986;((B,((((A)#R0)#R1,#H0),#H1)));
4987;((((B)#R0,#H1),((A)#R1,#H0)));
4988;(((B)#R1,((A)#R0,(#H0,#H1))));
4989;(((((B)#R1)#R0,(A,#H1)),#H0));
4990;(((((B)#R1)#R0,A),(#H0,#H1)));
4991;(((((A)#R1)#R0,B),(#H0,#H1)));
4992;((((((A)#R1)#R0,B),#H1),#H0));
4993;((((#H1)#R0,(B,(A)#R1)),#H0));
4994;((((A,((B)#R0)#R1),#H0),#H1));
4995;((((((B)#R1,A))#R0,#H1),#H0));
4996;((((B)#R1)#R0,((A,#H1),#H0)));
4997;((((((B)#R1)#R0,#H1),A),#H0));
4998;(((((A)#R0)#R1,(B,#H0)),#H1));
4999;(((A)#R1,((#H1)#R0,(B,#H0))));
5000;((((#H0)#R1,(B)#R0),(A,#H1)));
5001;(((((B)#R1)#R0,A),(#H0,#H1)));
5002;(((B)#R0,((#H0)#R1,(A,#H1))));
5003;(((B)#R1,((A,(#H1)#R0),#H0)));
5004;(((B)#R0,((A)#R1,(#H0,#H1))));
5005;(((((B)#R1,(A)#R0),#H0),#H1));
5006;((A,(((B)#R1,(#H1)#R0),#H0)));
5007;((((B,#H0),(A)#R1),(#H1)#R0));
5008;(((#H1)#R0,(((A,B))#R1,#H0)));
5009;((((B)#R0,#H1),(A,(#H0)#R1)));
5010;(((((B,#H1))#R0,(A)#R1),#H0));
5011;((((B)#R1)#R0,((A,#H1),#H0)));
5012;((((A)#R1,#H0),((B,#H1))#R0));
5013;((A,(((#H0)#R1,(B)#R0),#H1)));
5014;((((((B,A))#R0)#R1,#H0),#H1));
5015;((A,(((#H0)#R1,(B)#R0),#H1)));
5016;(((B)#R0,((A,(#H0)#R1),#H1)));
5017;(((((A)#R1)#R0,#H1),(B,#H0)));
5018;(((B,(((A)#R0)#R1,#H0)),#H1));
5019;((((A)#R0,#H1),((#H0)#R1,B)));
5020;(((((B)#R0)#R1,(A,#H0)),#H1));
5021;(((((B,#H0))#R1,(A)#R0),#H1));
5022;((((B,#H1))#R0,((A)#R1,#H0)));
5023;(((A)#R1,((B)#R0,(#H0,#H1))));
5024;(((((B,A))#R0)#R1,(#H0,#H1)));
5025;(((B)#R0,(((A)#R1,#H0),#H1)));
5026;(((((B)#R0)#R1,(A,#H1)),#H0));
5027;(((#H0,#H1),(((B)#R0)#R1,A)));
5028;(((((A)#R1)#R0,#H1),(B,#H0)));
5029;(((A)#R1,(((B)#R0,#H1),#H0)));
5030;((((((A)#R0,B))#R1,#H0),#H1));
5031;(((A)#R0,((B)#R1,(#H0,#H1))));
5032;(((B,((#H0)#R1,(A)#R0)),#H1));
5033;(((B)#R0,(((A)#R1,#H0),#H1)));
5034;((((A)#R1,#H0),((B,#H1))#R0));
5035;(((((B)#R0,(A)#R1),#H1),#H0));
5036;((((((A)#R1)#R0,B),#H1),#H0));
5037;(((B,#H1),(((A)#R0)#R1,#H0)));
5038;((((((A)#R1)#R0,#H1),B),#H0));
5039;(((((A)#R0,(B)#R1),#H1),#H0));
5040;((B,(((A)#R0)#R1,(#H0,#H1))));
5041;((((B)#R1)#R0,((A,#H1),#H0)));
5042;((((B)#R0)#R1,((A,#H1),#H0)));
5043;((((((A)#R1)#R0,B),#H1),#H0));
5044;(((A,((B)#R1,(#H1)#R0)),#H0));
5045;(((((B)#R0)#R1,#H0),(A,#H1)));
5046;(((#H1)#R0,(((B)#R1,A),#H0)));
5047;(((#H1)#R0,((B)#R1,(A,#H0))));
5048;((((B)#R0,((#H0)#R1,A)),#H1));
5049;(((#H0)#R1,(((B)#R0,#H1),A)));
5050;(((((B)#R1)#R0,#H1),(A,#H0)));
5051;(((B,(((A)#R1)#R0,#H1)),#H0));
5052;((((A)#R1)#R0,((B,#H1),#H0)));
5053;(((B)#R0,((#H0)#R1,(A,#H1))));
5054;((((B,#H0),((A)#R0)#R1),#H1));
5055;((((A)#R0,((B)#R1,#H0)),#H1));
5056;(((((A,B))#R1)#R0,(#H0,#H1)));
5057;(((((A)#R1,(B)#R0),#H0),#H1));
5058;((((B,((A)#R0)#R1),#H0),#H1));
5059;(((((B)#R1)#R0,(#H0,#H1)),A));
5060;((((B)#R1,#H0),((#H1)#R0,A)));
5061;((((B)#R1)#R0,(A,(#H0,#H1))));
5062;(((((B)#R1,(#H1)#R0),A),#H0));
5063;((((A)#R0,#H1),((#H0)#R1,B)));
5064;(((B)#R1,(((A)#R0,#H1),#H0)));
5065;(((((A,B))#R0)#R1,(#H0,#H1)));
5066;(((A,#H1),((#H0)#R1,(B)#R0)));
5067;(((B)#R1,(((A)#R0,#H1),#H0)));
5068;((((B)#R1)#R0,((A,#H0),#H1)));
5069;((((B)#R1)#R0,((#H0,#H1),A)));
5070;(((A)#R1,(((B)#R0,#H1),#H0)));
5071;(((((B)#R1)#R0,(A,#H0)),#H1));
5072;((((A)#R0,(#H0)#R1),(B,#H1)));
5073;(((A)#R0,((B,(#H0)#R1),#H1)));
5074;((B,(((A)#R0)#R1,(#H0,#H1))));
5075;((A,((((B)#R0)#R1,#H0),#H1)));
5076;((A,(((B)#R1)#R0,(#H0,#H1))));
5077;((((#H0)#R1,((B)#R0,A)),#H1));
5078;((((B)#R0)#R1,(A,(#H0,#H1))));
5079;(((A)#R1,((B)#R0,(#H0,#H1))));
5080;(((((B)#R0)#R1,#H0),(A,#H1)));
5081;((((A)#R1,#H0),((B)#R0,#H1)));
5082;((((A)#R0)#R1,((B,#H0),#H1)));
5083;((A,((((B)#R0)#R1,#H0),#H1)));
5084;((((B)#R1)#R0,((A,#H0),#H1)));
5085;(((A,#H1),((B)#R0,(#H0)#R1)));
5086;(((#H1)#R0,(A,((B)#R1,#H0))));
5087;(((A,((B)#R0,#H1)),(#H0)#R1));
5088;((((((A)#R0,B))#R1,#H0),#H1));
5089;((((((B)#R0)#R1,#H0),#H1),A));
5090;(((((B)#R0,A))#R1,(#H0,#H1)));
5091;(((((B)#R1,#H0),#H1),(A)#R0));
5092;(((((B,A))#R1)#R0,(#H0,#H1)));
5093;((((((A,B))#R0)#R1,#H0),#H1));
5094;((((#H1)#R0,B),((A)#R1,#H0)));
5095;((((((A)#R1)#R0,B),#H0),#H1));
5096;(((((A)#R0,B))#R1,(#H0,#H1)));
5097;(((A)#R1,((B)#R0,(#H0,#H1))));
5098;((((A,#H0))#R1,((B)#R0,#H1)));
5099;(((B)#R0,((#H0)#R1,(A,#H1))));
5100;((((((B)#R1)#R0,A),#H0),#H1));
5101;(((((A)#R1)#R0,#H1),(B,#H0)));
5102;(((((B)#R1)#R0,A),(#H0,#H1)));
5103;((((B)#R1)#R0,((A,#H0),#H1)));
5104;(((((B,#H1))#R0,(A)#R1),#H0));
5105;((((A,#H0))#R1,((B)#R0,#H1)));
5106;(((((A,B))#R0,(#H0)#R1),#H1));
5107;((((((B)#R1)#R0,A),#H0),#H1));
5108;((B,(((A)#R1,(#H1)#R0),#H0)));
5109;(((((B,A))#R0,(#H0)#R1),#H1));
5110;(((((B,A))#R1)#R0,(#H0,#H1)));
5111;(((#H0,#H1),((A)#R1,(B)#R0)));
5112;(((((A)#R0)#R1,B),(#H0,#H1)));
5113;(((B)#R0,((#H0)#R1,(A,#H1))));
5114;((((B)#R1,(A)#R0),(#H0,#H1)));
5115;(((A)#R0,(((B)#R1,#H0),#H1)));
5116;(((((A,#H0))#R1,(B)#R0),#H1));
5117;((A,(((B)#R1,(#H1)#R0),#H0)));
5118;(((#H1)#R0,(A,((B)#R1,#H0))));
5119;((B,(((A)#R1,#H0),(#H1)#R0)));
5120;((A,((((B)#R1)#R0,#H1),#H0)));
5121;(((#H0,#H1),(((A)#R1)#R0,B)));
5122;((((B,(A)#R0))#R1,(#H0,#H1)));
5123;(((((A)#R1,(B)#R0),#H0),#H1));
5124;((((B,#H0))#R1,((A)#R0,#H1)));
5125;(((B,#H0),((A)#R1,(#H1)#R0)));
5126;((((A)#R1)#R0,((B,#H1),#H0)));
5127;((((A,((B)#R1)#R0),#H1),#H0));
5128;((((((A)#R0)#R1,B),#H1),#H0));
5129;(((#H1)#R0,((A,#H0),(B)#R1)));
5130;((((#H1)#R0,(B)#R1),(A,#H0)));
5131;(((B,(((A)#R0)#R1,#H0)),#H1));
5132;((((A)#R1)#R0,((B,#H1),#H0)));
5133;((((A)#R1)#R0,((B,#H0),#H1)));
5134;(((((A)#R1)#R0,#H1),(B,#H0)));
5135;((((((A)#R0)#R1,B),#H1),#H0));
5136;((((A)#R0,#H1),((B,#H0))#R1));
5137;(((A,#H1),(((B)#R0)#R1,#H0)));
5138;((((B)#R0,#H1),((A,#H0))#R1));
5139;(((((A,(B)#R0))#R1,#H0),#H1));
5140;((((B,#H0),((A)#R0)#R1),#H1));
5141;((((((A)#R0)#R1,B),#H1),#H0));
5142;((((A,((B)#R1)#R0),#H0),#H1));
5143;(((((A)#R1,B))#R0,(#H0,#H1)));
5144;(((((B)#R0,A))#R1,(#H0,#H1)));
5145;((((A,((B)#R1)#R0),#H0),#H1));
5146;((((#H0)#R1,((A)#R0,B)),#H1));
5147;((((B,#H1))#R0,((A)#R1,#H0)));
5148;(((#H0,#H1),(((A)#R0)#R1,B)));
5149;(((A)#R1,((B)#R0,(#H0,#H1))));
5150;((((B)#R0,((#H0)#R1,A)),#H1));
5151;((B,((#H1)#R0,((A)#R1,#H0))));
5152;(((((A)#R0,(B)#R1),#H0),#H1));
5153;(((A)#R0,((B)#R1,(#H0,#H1))));
5154;(((((A)#R0)#R1,(B,#H1)),#H0));
5155;((((A,((B)#R1)#R0),#H1),#H0));
5156;((((((A)#R1)#R0,#H1),B),#H0));
5157;((((A)#R0)#R1,((B,#H0),#H1)));
5158;((((((B,A))#R0)#R1,#H0),#H1));
5159;(((((A)#R1,(B)#R0),#H0),#H1));
5160;((((((B)#R0)#R1,A),#H0),#H1));
5161;(((A,((#H1)#R0,(B)#R1)),#H0));
5162;((A,(((B)#R1)#R0,(#H0,#H1))));
5163;((((#H0)#R1,A),((B)#R0,#H1)));
5164;(((((B)#R0)#R1,#H0),(A,#H1)));
5165;((((A,#H0))#R1,((B)#R0,#H1)));
5166;(((#H0,#H1),(((B)#R0)#R1,A)));
5167;(((B,((#H0)#R1,(A)#R0)),#H1));
5168;((((A)#R1,((B)#R0,#H1)),#H0));
5169;((((A)#R0)#R1,(B,(#H0,#H1))));
5170;((((A)#R0)#R1,((B,#H1),#H0)));
5171;(((((B)#R1)#R0,(A,#H1)),#H0));
5172;((A,(((B)#R1)#R0,(#H0,#H1))));
5173;((((((A,B))#R0)#R1,#H0),#H1));
5174;((((A)#R1)#R0,(B,(#H0,#H1))));
5175;((A,((((B)#R0)#R1,#H0),#H1)));
5176;(((((B,(A)#R1))#R0,#H1),#H0));
5177;((((B)#R1,((A,#H1))#R0),#H0));
5178;((((A)#R0,((B,#H0))#R1),#H1));
5179;((A,(((B)#R0)#R1,(#H0,#H1))));
5180;((((B)#R0,((A,#H0))#R1),#H1));
5181;(((A,#H0),(((B)#R1)#R0,#H1)));
5182;((((#H1)#R0,(A,(B)#R1)),#H0));
5183;((((((B)#R0)#R1,A),#H1),#H0));
5184;((((B)#R1,(#H1)#R0),(A,#H0)));
5185;(((A)#R0,((B)#R1,(#H0,#H1))));
5186;(((((B)#R0)#R1,(#H0,#H1)),A));
5187;((((A,#H0))#R1,((B)#R0,#H1)));
5188;((((A)#R1,((B)#R0,#H1)),#H0));
5189;((((B)#R0,((A)#R1,#H0)),#H1));
5190;(((A)#R0,((#H0)#R1,(B,#H1))));
5191;(((((A)#R0)#R1,B),(#H0,#H1)));
5192;((((A)#R1)#R0,((B,#H1),#H0)));
5193;((B,(((A)#R0,(#H0)#R1),#H1)));
5194;((B,(((A)#R0,(#H0)#R1),#H1)));
5195;((((A,#H1),#H0),((B)#R0)#R1));
5196;((((A)#R0)#R1,((B,#H1),#H0)));
5197;((((((A)#R0,B))#R1,#H0),#H1));
5198;((((#H1)#R0,((A,B))#R1),#H0));
5199;((((((B)#R0)#R1,#H0),#H1),A));
5200;(((A,(((B)#R0)#R1,#H0)),#H1));
5201;((((B,#H0))#R1,((A)#R0,#H1)));
5202;((B,(((A)#R1)#R0,(#H0,#H1))));
5203;((A,((#H1)#R0,((B)#R1,#H0))));
5204;((((A,((B)#R1)#R0),#H1),#H0));
5205;((((((B)#R0)#R1,#H0),A),#H1));
5206;((((B)#R0)#R1,((A,#H1),#H0)));
5207;((((A,((B)#R0)#R1),#H1),#H0));
5208;((((A)#R0)#R1,((#H0,#H1),B)));
5209;(((((A)#R1)#R0,#H1),(B,#H0)));
5210;((((A,((B)#R1)#R0),#H1),#H0));
5211;((B,((((A)#R1)#R0,#H1),#H0)));
5212;(((A,(((B)#R0)#R1,#H0)),#H1));
5213;(((A,(((B)#R1)#R0,#H1)),#H0));
5214;((((B,#H0),((A)#R1)#R0),#H1));
5215;(((#H0)#R1,(((B,A))#R0,#H1)));
5216;(((#H0,#H1),(((B,A))#R0)#R1));
5217;((((B)#R0,(#H0)#R1),(A,#H1)));
5218;((((A)#R1)#R0,((B,#H1),#H0)));
5219;((((B)#R1,((A,#H1))#R0),#H0));
5220;((((((A)#R1)#R0,#H1),#H0),B));
5221;(((A,((B)#R1,(#H1)#R0)),#H0));
5222;((((B,#H0))#R1,((A)#R0,#H1)));
5223;((B,(((#H1)#R0,(A)#R1),#H0)));
5224;((((((B,A))#R0)#R1,#H0),#H1));
5225;(((#H1)#R0,(B,((A)#R1,#H0))));
5226;(((#H0)#R1,((B,(A)#R0),#H1)));
5227;(((#H0)#R1,(B,((A)#R0,#H1))));
5228;(((((A)#R0)#R1,B),(#H0,#H1)));
5229;(((B,((A)#R1,#H0)),(#H1)#R0));
5230;(((#H0,#H1),(((A)#R0)#R1,B)));
5231;((A,((((B)#R0)#R1,#H0),#H1)));
5232;(((((#H0)#R1,(B)#R0),#H1),A));
5233;((((A)#R1,(#H1)#R0),(B,#H0)));
5234;(((#H0)#R1,(((B,A))#R0,#H1)));
5235;((B,((#H0)#R1,((A)#R0,#H1))));
5236;((((A)#R0,#H1),((#H0)#R1,B)));
5237;((((#H0)#R1,((A,B))#R0),#H1));
5238;(((((B)#R1)#R0,(A,#H0)),#H1));
5239;((B,(((A)#R0)#R1,(#H0,#H1))));
5240;(((((A)#R1,(B)#R0),#H0),#H1));
5241;((((A)#R0,(#H0)#R1),(B,#H1)));
5242;((((B)#R1,(A)#R0),(#H0,#H1)));
5243;((((A)#R1,((B,#H1))#R0),#H0));
5244;(((A)#R1,((#H1)#R0,(B,#H0))));
5245;(((#H0,#H1),(((A)#R1)#R0,B)));
5246;((((((A)#R1)#R0,#H1),#H0),B));
5247;(((((A)#R1,(B)#R0),#H1),#H0));
5248;(((B)#R0,((A)#R1,(#H0,#H1))));
5249;((A,(((B)#R0)#R1,(#H0,#H1))));
5250;(((((B)#R1,A),(#H1)#R0),#H0));
5251;((((A)#R1)#R0,(B,(#H0,#H1))));
5252;(((#H1)#R0,((A)#R1,(B,#H0))));
5253;((((#H1)#R0,(B)#R1),(A,#H0)));
5254;((((A,((B)#R1)#R0),#H1),#H0));
5255;(((B)#R0,(((A)#R1,#H0),#H1)));
5256;((A,(((B)#R0)#R1,(#H0,#H1))));
5257;((((A,#H1))#R0,((B)#R1,#H0)));
5258;((((A)#R1,#H0),((B)#R0,#H1)));
5259;((((A,#H0))#R1,((B)#R0,#H1)));
5260;(((A)#R1,(((B)#R0,#H1),#H0)));
5261;(((((A)#R0)#R1,(B,#H0)),#H1));
5262;((((B)#R0,(A)#R1),(#H0,#H1)));
5263;(((((A)#R1)#R0,(B,#H0)),#H1));
5264;(((((B)#R1)#R0,#H1),(A,#H0)));
5265;(((B,(((A)#R1)#R0,#H1)),#H0));
5266;((((B)#R0,((A)#R1,#H0)),#H1));
5267;(((#H0,#H1),((A)#R1,(B)#R0)));
5268;((((B)#R1)#R0,((A,#H0),#H1)));
5269;(((B,(((A)#R1)#R0,#H1)),#H0));
5270;((((B,(#H1)#R0),#H0),(A)#R1));
5271;(((((A)#R1)#R0,#H1),(B,#H0)));
5272;((((((B)#R1)#R0,A),#H0),#H1));
5273;((((((A)#R1)#R0,B),#H0),#H1));
5274;((((A)#R0,#H1),((B)#R1,#H0)));
5275;(((((B)#R0)#R1,(A,#H1)),#H0));
5276;((((B)#R0)#R1,(A,(#H0,#H1))));
5277;(((((A)#R1)#R0,(B,#H1)),#H0));
5278;(((((B)#R0)#R1,(#H0,#H1)),A));
5279;(((#H1)#R0,(B,((A)#R1,#H0))));
5280;(((((B)#R1)#R0,(A,#H0)),#H1));
5281;((((#H1)#R0,((A)#R1,#H0)),B));
5282;((B,(((A)#R0)#R1,(#H0,#H1))));
5283;((B,((((A)#R1)#R0,#H1),#H0)));
5284;(((A)#R0,((#H0)#R1,(B,#H1))));
5285;(((((A)#R1)#R0,#H1),(B,#H0)));
5286;((((A,#H1))#R0,((B)#R1,#H0)));
5287;((((((A)#R1)#R0,#H1),B),#H0));
5288;(((#H1)#R0,(((A,B))#R1,#H0)));
5289;(((#H0)#R1,((A,(B)#R0),#H1)));
5290;((A,(((B)#R0,#H1),(#H0)#R1)));
5291;((((B,((A)#R1)#R0),#H1),#H0));
5292;((((B)#R0,#H1),((A,#H0))#R1));
5293;((((A,((B)#R0)#R1),#H1),#H0));
5294;((((B)#R1,#H0),((A)#R0,#H1)));
5295;((((B)#R1)#R0,((A,#H1),#H0)));
5296;((((B)#R0,((A,#H0))#R1),#H1));
5297;((((B)#R0)#R1,((A,#H0),#H1)));
5298;((((((B)#R1)#R0,A),#H1),#H0));
5299;((((B)#R1,#H0),((A)#R0,#H1)));
5300;((((#H0)#R1,((A)#R0,B)),#H1));
5301;((B,((((A)#R0)#R1,#H0),#H1)));
5302;((((A)#R0,((B,#H0))#R1),#H1));
5303;(((#H0,#H1),(B,((A)#R0)#R1)));
5304;((((A)#R1)#R0,((B,#H0),#H1)));
5305;(((((A)#R1)#R0,(B,#H1)),#H0));
5306;((((A)#R0)#R1,((B,#H0),#H1)));
5307;((((B)#R0)#R1,((A,#H0),#H1)));
5308;((((A)#R0)#R1,((B,#H0),#H1)));
5309;((((A)#R1)#R0,((B,#H0),#H1)));
5310;(((((A)#R0)#R1,#H0),(B,#H1)));
5311;(((((A)#R1,#H0),#H1),(B)#R0));
5312;((((((A,B))#R0)#R1,#H0),#H1));
5313;(((A)#R0,((#H0)#R1,(B,#H1))));
5314;(((B)#R1,((#H1)#R0,(A,#H0))));
5315;((((B,#H1))#R0,((A)#R1,#H0)));
5316;((((B)#R1,((A,#H1))#R0),#H0));
5317;((((B)#R1)#R0,(A,(#H0,#H1))));
5318;((((#H0)#R1,A),((B)#R0,#H1)));
5319;((((((A)#R1)#R0,B),#H1),#H0));
5320;(((A)#R0,((B)#R1,(#H0,#H1))));
5321;(((((B)#R1)#R0,(A,#H0)),#H1));
5322;((((((B)#R1)#R0,A),#H0),#H1));
5323;((B,(((A)#R0)#R1,(#H0,#H1))));
5324;((((A)#R1,#H0),((B,#H1))#R0));
5325;(((A)#R0,(((B)#R1,#H0),#H1)));
5326;((((#H0)#R1,((A,B))#R0),#H1));
5327;(((B,((A)#R1)#R0),(#H0,#H1)));
5328;(((((A,#H1))#R0,(B)#R1),#H0));
5329;((((B)#R0,(#H0)#R1),(A,#H1)));
5330;(((B)#R0,((A)#R1,(#H0,#H1))));
5331;(((#H0,#H1),(B,((A)#R0)#R1)));
5332;(((B,((A)#R1)#R0),(#H0,#H1)));
5333;((((A)#R1)#R0,(B,(#H0,#H1))));
5334;(((((A)#R1,(B)#R0),#H0),#H1));
5335;(((((A,#H0))#R1,(B)#R0),#H1));
5336;((((#H1)#R0,((B)#R1,A)),#H0));
5337;((((B)#R0,(A)#R1),(#H0,#H1)));
5338;((((B)#R0,((A)#R1,#H0)),#H1));
5339;((((B)#R0,((A,#H0))#R1),#H1));
5340;(((((A)#R1)#R0,B),(#H0,#H1)));
5341;((((B)#R0,#H1),((A)#R1,#H0)));
5342;(((((A)#R1)#R0,(B,#H0)),#H1));
5343;((((A,#H0))#R1,((B)#R0,#H1)));
5344;((((A,#H0))#R1,((B)#R0,#H1)));
5345;((((B)#R0,#H1),((A)#R1,#H0)));
5346;((((((B)#R0)#R1,A),#H1),#H0));
5347;((A,((((B)#R1)#R0,#H1),#H0)));
5348;((A,(((B)#R1)#R0,(#H0,#H1))));
5349;(((B)#R0,(((A)#R1,#H0),#H1)));
5350;((((A)#R1,((B,#H1))#R0),#H0));
5351;((((B)#R0,((A)#R1,#H0)),#H1));
5352;((((B)#R0)#R1,(A,(#H0,#H1))));
5353;(((A,(((B)#R0)#R1,#H0)),#H1));
5354;((((A)#R1,((B)#R0,#H1)),#H0));
5355;(((((A,(B)#R1))#R0,#H1),#H0));
5356;(((B,((A)#R0,#H1)),(#H0)#R1));
5357;((((A)#R1)#R0,((B,#H1),#H0)));
5358;((((A)#R1,#H0),((B,#H1))#R0));
5359;(((((A)#R0)#R1,#H0),(B,#H1)));
5360;(((#H1)#R0,((B)#R1,(A,#H0))));
5361;((((B,#H0))#R1,((A)#R0,#H1)));
5362;((((B)#R0)#R1,((A,#H0),#H1)));
5363;(((B)#R1,((#H1)#R0,(A,#H0))));
